id,name,age,gender,city,country,credit_card,full_address,user_sign_up_date,user_last_purchase_date,user_status,user_total_purchases,user_segment,user_location,user_source_type,user_last_login_date,user_purchase_frequency,product_name,category,subcategory,price,date_purchase,quantity,rating,comment
1430,Taylor Cooper,150,F,North Stephanieborough,Greece,2528352442448928,"1232 Wilkins Crossroad Suite 298, New Heather, DE 82238",2021-10-26,2021-11-12,Churned,2,Occasional Shopper,North Larryport,Paid Ads,2022-01-26,Rarely,The Art of Fiction,Books,Fiction,682,2022-08-21,7,2,Production them onto play war class knowledge.
1152,Kenneth Lopez,150,M,East Joseville,Liberia,2407202983068179,"696 Michael Land, Lake Lawrence, FM 35107",2022-10-04,2022-10-16,Churned,13,High Value,Rodriguezchester,Organic Search,2023-07-11,Yearly,TastyVegetables,Grocery,Vegetables,-76,2022-01-04,8,0,Subject question door quality top play anyone.
353,Brittany Greene,150,M,East Denise,Malta,5351637195434231,"2698 Lee Trace Suite 319, Port Kimberly, NE 66503",2022-05-18,2022-10-31,Churned,8,Frequent Shopper,Brianstad,Paid Ads,2022-11-29,Yearly,ComfortSofa,Furniture,Sofa,-31,2023-04-13,3,1,Quite forget affect force like war.
695,Scott Goodman,2,M,Jessicaborough,United States of America,2268059755061305,"15918 Barrera Cove, Colemanstad, WY 29657",2022-03-12,2023-03-27,Churned,9,Frequent Shopper,Moorechester,Paid Ads,2023-05-14,Yearly,ComfortChair,Furniture,Chair,314,2023-08-15,5,1,Increase home ask with bag.
1287,Brandon Mccormick,-4,F,Connietown,Chile,2720758581368022,"9516 Katherine Path Apt. 734, North Andrew, OR 51333",2021-09-02,2023-01-11,Churned,7,Frequent Shopper,New Isaac,Organic Search,2023-03-24,Yearly,UltraSpeaker,Electronics,Speaker,-55,2022-09-06,-4,1,Voice pressure science benefit.
886,John Hill,67,M,North Melissa,Bouvet Island (Bouvetoya),2574568028050282,"373 Pierce Mews Suite 095, Kathrynside, MT 16283",2021-12-14,2022-12-28,Churned,6,Frequent Shopper,Port Sarahburgh,Paid Ads,2023-07-05,Yearly,VegetablesBurst,Grocery,Vegetables,-24,2022-06-22,4,4,Voice surface guy.
1176,Michael Pace,87,M,Jenniferton,American Samoa,2259010720565822,"0677 Corey Ville Apt. 040, Bernardland, MT 04417",2022-04-19,2022-12-24,Churned,15,High Value,Joycestad,Referral,2023-01-21,Yearly,LaptopPro,Electronics,Laptop,881,2021-11-20,0,0,Radio religious ten decide.
1354,Ashley Lewis,150,F,North Waynetown,Guernsey,2285385557867592,"3032 Brianna Square, Leeland, PR 03550",2023-05-27,2023-08-19,Active,2,Occasional Shopper,North Luis,Referral,2023-08-21,Monthly,LaptopMaster,Electronics,Laptop,-88,2022-07-06,6,6,Indeed trial determine how already dinner air.
1483,Valerie Lane,-3,M,Nicoleview,Poland,5362049479256842,"714 Brittany Inlet, Heathertown, AR 03950",2023-02-07,2023-08-16,Active,14,High Value,Lake Benjaminchester,Organic Search,2023-08-24,Monthly,MegaSpeaker,Electronics,Speaker,-76,2022-10-03,8,4,Author stock sound after.
1046,Amanda Lowe,-1,M,Leahtown,Mayotte,2270367793656770,"USS Robinson, FPO AA 71932",2023-08-23,2023-08-24,Active,15,High Value,South Kimberly,Organic Search,2023-08-24,Monthly,Non-fictionGuide,Books,Non-fiction,326,2021-12-17,-4,3,Where information imagine computer.
628,Matthew Torres,3,F,West Ravenland,Kazakhstan,5146683044374855,"77792 Timothy Ports Apt. 099, Taylorshire, CO 17293",2022-06-18,2023-06-17,Active,9,Frequent Shopper,Jessicaside,Paid Ads,2023-06-25,Yearly,TastyBeverages,Grocery,Beverages,-58,2021-06-22,4,0,Draw act today mean leg.
697,Kathleen Hicks,-5,M,Petersonmouth,Cameroon,2611609242013048,"54763 John Locks Apt. 671, Robertbury, TN 63818",2022-12-29,2023-08-21,Active,15,High Value,Reginaville,Organic Search,2023-08-21,Monthly,ComfortChair,Furniture,Chair,87,2021-03-05,8,1,Run occur season contain.
1151,Kurt Morrison,150,F,Sheltonberg,Antarctica (the territory South of 60 deg S),2705287850307312,"33402 Paul Valley Suite 117, Wrightton, OH 04001",2021-11-07,2022-07-05,Churned,12,High Value,North Cheyenne,Referral,2023-03-07,Rarely,ComfortSofa,Furniture,Sofa,791,2021-04-12,3,1,Ability firm security manage sell visit.
572,Ralph Rodriguez,150,F,Amyland,Estonia,2287958359454989,"073 Franklin Heights, West Royland, MI 96514",2022-12-03,2023-04-22,Churned,14,High Value,South Ashley,Referral,2023-07-25,Yearly,FreshBeverages,Grocery,Beverages,518,2022-09-30,-4,1,Director director bag science store.
1020,James Rivera,41,M,North Elizabethfurt,Australia,5220598403760925,"63667 Brooks Greens Suite 470, Paulland, NY 29685",2022-10-27,2022-12-01,Churned,5,Occasional Shopper,East Barbaraview,Paid Ads,2023-03-24,Yearly,,Furniture,Chair,-94,2021-05-24,-3,5,Ok remain always hand new peace health.
693,Douglas Turner,73,M,South Kristopher,Morocco,2290514241475479,"815 Johnson Route Suite 947, Haneyfurt, NC 25480",2021-12-30,2023-04-30,Churned,10,Frequent Shopper,New Michelle,Referral,2023-08-05,Yearly,ComfortSofa,Furniture,Sofa,299,2023-03-13,5,4,Cell television agreement.
863,Kenneth Willis,-2,M,New Ryanfurt,Uruguay,2706807212697073,"74408 Eric Fords Apt. 686, South Jessica, NY 49476",2022-01-06,2023-03-13,Churned,2,Occasional Shopper,Morrisfort,Referral,2023-07-14,Yearly,SofaDeluxe,Furniture,Sofa,402,2021-03-19,9,3,Entire later leave check along figure big.
74,Bonnie Ritter,4,F,Taylorview,Syrian Arab Republic,2271897790512914,"68097 Ramirez Junction Apt. 130, South Jeremy, KY 82062",2022-11-27,2023-02-22,Churned,6,Frequent Shopper,East Kendra,Paid Ads,2023-04-04,Yearly,JacketFits,Clothing,Jacket,77,2022-02-04,1,3,Step up claim suggest turn take ten spring.
993,Tiffany Whitaker,150,F,East Kaylaburgh,New Zealand,5427613968724678,"36107 Robert Lodge, West Evelynmouth, MI 86944",2022-10-12,2023-03-06,Churned,8,Frequent Shopper,New Savannahhaven,Paid Ads,2023-05-13,Yearly,JacketWear,Clothing,Jacket,316,2021-10-18,-3,-1,Run reduce live remember president animal.
315,Steven Wolf,-5,M,North Jacqueline,British Indian Ocean Territory (Chagos Archipelago),2284639858659152,"0271 Katherine Via Apt. 159, Tuckerfurt, SD 40137",2021-11-13,2022-01-29,Churned,3,Occasional Shopper,Julieport,Organic Search,2023-03-17,Rarely,ChairDeluxe,Furniture,Chair,206,2022-06-14,-2,6,Generation new explain I dark sea friend.
1108,Latoya Park,150,F,East Michael,Monaco,2296757755149444,"99677 Hopkins Divide, Riveraside, MP 64795",2022-08-21,2023-07-18,Active,1,Occasional Shopper,East Shawnmouth,Organic Search,2023-08-25,Yearly,UltraLaptop,Electronics,Laptop,505,2022-05-04,1,5,Fight under all ever.
534,Todd Reynolds,66,F,Parkshaven,Guernsey,2720013971435357,"01659 Bell Mountains, South Tanya, PA 90424",2022-12-31,2023-05-28,Churned,11,High Value,Port Mary,Paid Ads,2023-08-24,Yearly,TastySnacks,Grocery,Snacks,-97,2020-10-31,2,-1,World memory past commercial.
159,Kelly Webster,150,F,North Kevin,Guatemala,2548650676477695,"253 Bennett Knoll, Codyborough, SC 00513",2022-10-12,2023-07-12,Active,10,Frequent Shopper,Castroland,Referral,2023-07-23,Yearly,SofaDeluxe,Furniture,Sofa,-1,2021-03-18,4,-1,Real you similar director nothing.
859,Joan Jones,-4,F,Hallhaven,Vietnam,2701345682939464,"PSC 8666, Box 8121, APO AE 02107",2022-01-31,2022-12-14,Churned,1,Occasional Shopper,Mathisville,Referral,2023-08-18,Yearly,ComfortTable,Furniture,Table,-38,2023-03-06,-2,6,Detail energy address speech serious never law.
960,Gabriel Lee,45,M,South Markberg,Mismatched Country,2709652219796404,"USNV Mills, FPO AP 71963",2022-12-05,2023-08-19,Active,8,Frequent Shopper,Grantside,Organic Search,2023-08-23,Monthly,,Electronics,Phone,349,2022-04-20,7,3,Establish open director TV listen else modern.
668,Andrew Jones,41,F,New Mary,Tajikistan,5453752380211752,"16964 Robertson Locks, Hendersonview, UT 93926",2023-02-21,2023-03-20,Churned,1,Occasional Shopper,Mckenzietown,Paid Ads,2023-08-21,Yearly,The Art of Fiction,Books,Fiction,274,2022-06-02,1,3,Mission southern almost other prepare politics player.
806,Felicia King,-1,F,West Laurafort,Morocco,2708887220930508,"6586 Jeffrey Pike Apt. 181, Port Kim, KS 46172",2021-11-28,2022-02-16,Churned,1,Occasional Shopper,Gibsonstad,Referral,2023-05-22,Rarely,SofaPlus,Furniture,Sofa,454,2022-02-16,-2,5,Education price provide dog common manage relationship.
55,Candace Hughes,4,F,Lake Edward,Dominica,2368584972981398,"PSC 2451, Box 7719, APO AP 65773",2022-02-23,2022-10-17,Churned,6,Frequent Shopper,Lake Dustin,Referral,2023-07-25,Yearly,ChairDeluxe,Furniture,Chair,840,2020-11-23,-3,4,Race pick friend.
537,Toni Young,20,M,Lindsayville,Uganda,5196853196135466,"3459 Sullivan Loop, Patricialand, NE 56293",2021-09-28,2023-02-15,Churned,15,High Value,Jessicachester,Organic Search,2023-04-16,Yearly,VegetablesBurst,Grocery,Vegetables,217,2022-01-27,1,6,Sound six use activity.
1154,Jasmine Rios,49,F,Lake Stacy,Bermuda,2541175589756305,"425 David Islands, South Jennifer, MT 33227",2023-01-18,2023-04-20,Churned,4,Occasional Shopper,New Ruben,Referral,2023-07-25,Yearly,The Art of Non-fiction,Books,Non-fiction,-39,2022-09-29,2,4,Nature during concern large knowledge soldier rock lot.
173,Shawn Spencer,150,F,North Cristianland,Zimbabwe,2720915926272893,"5195 Long Trafficway Apt. 813, Meganton, ND 39958",2023-08-25,2023-08-25,Active,1,Occasional Shopper,Edwardsland,Paid Ads,2023-08-25,Monthly,FreshVegetables,Grocery,Vegetables,-1,2023-01-15,-2,5,Call unit space.
962,Michele Fox,58,F,Lake Tammy,Switzerland,2237060173047528,"92226 Parker Stream, West Brian, KS 12787",2021-10-14,2023-01-10,Churned,2,Occasional Shopper,Ericstad,Paid Ads,2023-02-23,Yearly,TablePlus,Furniture,Table,882,2022-09-21,-2,1,Inside anyone material action.
717,Mary Sheppard,86,M,Payneside,Brazil,2292203176550575,"98864 Vargas Lock, Oliviabury, DE 10220",2023-07-06,2023-07-25,Active,11,High Value,Angelamouth,Paid Ads,2023-08-02,Yearly,ChairPlus,Furniture,Chair,-67,2023-06-18,2,5,Send economy economic just others plan.
387,Sarah Buchanan,150,M,Huffbury,Bahrain,2432207876646824,"PSC 2975, Box 6382, APO AP 77209",2022-10-24,2023-07-09,Active,3,Occasional Shopper,Jasonton,Paid Ads,2023-08-17,Yearly,VegetablesBurst,Grocery,Vegetables,-49,2021-04-16,5,6,Girl yes road white cost.
252,Misty Johnson,150,F,South Elizabethfurt,Aruba,2281589619450891,"29153 Sharon Well Apt. 593, Burkeburgh, UT 97759",2022-11-09,2022-12-18,Churned,2,Occasional Shopper,Colonmouth,Referral,2023-06-08,Yearly,SpeakerPro,Electronics,Speaker,-95,2023-01-29,8,0,Travel almost wear third pay property mind.
430,Heather Parker,98,F,Melissaberg,Slovenia,2720859010859894,"887 Nguyen Underpass, Lake David, IA 72049",2023-05-08,2023-05-28,Churned,7,Frequent Shopper,Andersonfort,Referral,2023-06-23,Yearly,ComfortChair,Furniture,Chair,667,2023-06-12,-5,4,Billion evening begin clearly within color leave.
12,Laura Weber,3,M,Christopherton,Sweden,2273002503218291,"645 Kristina Forge, Jamesfurt, AL 41012",2023-01-26,2023-04-03,Churned,15,High Value,Christinastad,Referral,2023-05-03,Yearly,MegaSpeaker,Electronics,Speaker,871,2023-04-07,2,1,Role return prepare exactly situation deep program use.
470,Randy West,150,F,North Jennifer,Dominica,2713342372033324,"USNV Norton, FPO AP 01982",2023-08-12,2023-08-22,Active,11,High Value,West Jessicaton,Paid Ads,2023-08-25,Monthly,VegetablesBurst,Grocery,Vegetables,175,2022-01-30,-5,5,Door we we four surface choose.
282,Daniel Lynn,70,M,Brightland,Svalbard & Jan Mayen Islands,2704164830353479,"91854 Michelle Radial, Collinshaven, IA 11966",2022-09-06,2023-05-03,Churned,9,Frequent Shopper,East Crystal,Paid Ads,2023-06-17,Yearly,TastySnacks,Grocery,Snacks,-57,2021-05-17,6,0,Middle voice allow fish daughter also sell.
18,Andrea Freeman,17,F,Roweshire,Cyprus,5195243583158209,"4789 Jensen Dale, East Hunter, UT 94647",2022-07-03,2022-09-22,Churned,5,Occasional Shopper,New Megan,Referral,2022-10-31,Yearly,The Art of Non-fiction,Books,Non-fiction,966,2022-04-01,-2,4,Bill technology sure president two set.
1428,Mary Rice,150,F,New Edward,Qatar,5112679180518883,"3272 Jacobs Square Suite 553, Johntown, UT 85133",2022-07-07,2022-10-21,Churned,12,High Value,East Alexanderberg,Paid Ads,2023-03-05,Yearly,FictionTales,Books,Fiction,119,2021-01-09,-5,2,Turn skill finish forget.
1305,Juan Mason,-1,F,South Kathleenshire,Morocco,5535391307868279,"PSC 2674, Box 4010, APO AA 35250",2023-01-16,2023-02-14,Churned,2,Occasional Shopper,Lake Brian,Referral,2023-06-30,Yearly,UltraLaptop,Electronics,Laptop,-6,2022-07-06,1,5,Note water since speak improve cut.
367,Catherine Robinson,150,M,East Madison,Cyprus,5233540733760204,"102 Jesse Courts Apt. 216, New Lisashire, VT 59978",2022-12-13,2023-05-18,Churned,1,Occasional Shopper,South Anthonyhaven,Paid Ads,2023-08-13,Yearly,PantsWear,Clothing,Pants,326,2023-02-15,8,4,Take state understand wife similar resource.
216,Richard Jones,73,F,North Alyssamouth,Saint Martin,2297523958379249,"7532 Brittney Lane, Nataliebury, NJ 64960",2022-12-03,2023-07-27,Active,7,Frequent Shopper,South Georgeville,Organic Search,2023-07-27,Yearly,FreshSnacks,Grocery,Snacks,237,2021-01-08,-5,5,These record my establish team statement radio.
202,Jose Blair,80,F,Kimberlyfurt,Peru,5542545471752988,"06686 Ramirez Center Apt. 630, Jasmineburgh, MA 46691",2022-03-17,2023-02-25,Churned,4,Occasional Shopper,Margaretfort,Referral,2023-04-18,Yearly,FreshVegetables,Grocery,Vegetables,19,2021-10-26,-2,-1,Wait especially treatment analysis civil.
1459,Megan Hutchinson,23,M,East Amandaport,Mayotte,2283885745878502,"81082 Miranda Ville Apt. 940, Houseshire, MD 46680",2023-01-27,2023-02-28,Churned,15,High Value,New Raymondside,Referral,2023-06-03,Yearly,TastyBeverages,Grocery,Beverages,56,2022-11-12,8,0,Environment response yourself standard clear.
1101,Janet Bailey,69,F,Stephanieberg,Albania,5374908345003603,"04950 Davis Ville, Heathershire, CO 73555",2023-02-21,2023-04-20,Churned,9,Frequent Shopper,Port Christopher,Paid Ads,2023-06-18,Yearly,PantsWear,Clothing,Pants,-68,2023-07-11,0,-1,Culture visit newspaper seem rich.
60,Clifford Johnson,58,F,Xavierfort,Namibia,2323799035068405,"8193 Adam Circle Suite 082, North Jacqueline, NM 19841",2023-03-27,2023-05-05,Churned,13,High Value,New Kellyshire,Paid Ads,2023-06-27,Yearly,,Clothing,Shirt,188,2022-10-20,2,2,Minute move police budget magazine method.
283,Virginia Davis,64,M,Marissaland,Bhutan,2239306947961314,"807 Amanda Cove, Port Jeremiahview, SD 69008",2022-09-10,2023-02-05,Churned,15,High Value,Jillchester,Paid Ads,2023-02-25,Yearly,SpeakerMaster,Electronics,Speaker,217,2022-10-16,2,1,Author would report month.
1424,Brandi Potts,5,F,Hallton,Paraguay,2555441750744204,"PSC 7830, Box 7859, APO AE 22720",2023-01-10,2023-08-02,Active,6,Frequent Shopper,North Sherry,Referral,2023-08-03,Monthly,ChairPlus,Furniture,Chair,-50,2022-04-17,6,6,Leg fire three hit benefit subject movie.
777,Charles Flores,150,M,East Catherine,India,2339213548722179,"6595 Howard Crescent, Joshuamouth, OK 90175",2022-07-19,2022-08-17,Churned,14,High Value,Fischerchester,Organic Search,2023-02-13,Rarely,MegaLaptop,Electronics,Laptop,-19,2020-11-10,2,5,Skin born level girl sense them common.
425,Ashley Watkins,-1,F,Port Teresa,Tajikistan,2717725305805337,"8384 Katherine Common, West Henry, TN 65169",2021-12-09,2021-12-19,Churned,3,Occasional Shopper,East Joelton,Referral,2022-11-17,Rarely,ComfortTable,Furniture,Table,-31,2020-11-23,10,-1,Well southern after agreement pick buy no.
1177,Jessica King,150,F,Sandersville,Guinea-Bissau,2290338053087721,"USCGC Howell, FPO AE 85928",2022-04-26,2023-05-30,Active,3,Occasional Shopper,Lake Lindsey,Paid Ads,2023-07-14,Yearly,ShirtFits,Clothing,Shirt,-19,2021-01-05,6,2,Indicate treatment if.
517,Andrew Vasquez,150,F,Jamesmouth,Syrian Arab Republic,5406847597023137,"475 Watson Fork, Bruceview, LA 15851",2023-02-20,2023-07-13,Active,12,High Value,South Michaelton,Referral,2023-08-14,Yearly,ProJacket,Clothing,Jacket,-12,2020-12-05,9,-1,Evidence politics structure eye site candidate before.
327,Scott Trujillo DDS,52,M,South Jason,Northern Mariana Islands,2228472877687122,"16814 Andre Stravenue, Josemouth, MN 76411",2022-11-12,2023-06-08,Active,2,Occasional Shopper,Galvanport,Organic Search,2023-07-02,Yearly,ComfortSofa,Furniture,Sofa,-97,2020-10-20,2,3,Blood record through sit.
453,Danny Hanson,2,M,Port Robin,Cameroon,2581750145237957,"93816 Charles Views Apt. 511, South Christine, MD 79641",2022-09-18,2022-11-17,Churned,12,High Value,Brandonshire,Paid Ads,2023-07-25,Yearly,JacketFits,Clothing,Jacket,-43,2022-06-30,2,0,Effort reduce main make nearly move large.
592,Jake Johnson,-3,F,Lake Patrickborough,Bulgaria,2282796589383916,"902 Crystal Cliff, Youngview, KS 11358",2022-03-25,2023-06-29,Active,13,High Value,Snyderport,Organic Search,2023-07-01,Yearly,PantsWear,Clothing,Pants,-27,2021-05-19,10,2,Republican get amount book fact.
1496,Catherine Jones,25,M,Pughhaven,Colombia,5348721286229928,"558 Clark Wall Suite 927, Lake Rose, HI 79553",2022-11-17,2023-02-21,Churned,2,Occasional Shopper,Bennettberg,Referral,2023-04-21,Yearly,ComfortSofa,Furniture,Sofa,478,2023-04-30,-4,1,Final anything night often few quite.
234,Alexis Harris,83,M,North Matthew,Turkmenistan,2237440950301597,"050 Bell River Suite 991, Kevinshire, AR 84054",2023-08-20,2023-08-24,Active,14,High Value,Adamsfurt,Paid Ads,2023-08-25,Monthly,ProShirt,Clothing,Shirt,-48,2021-05-29,-5,4,Phone natural assume into.
730,Michele Clark,150,M,Marybury,Serbia,2296879626925149,"8697 Wright Island Apt. 129, Schmidtfort, NC 71661",2022-02-16,2022-07-05,Churned,11,High Value,South Jodishire,Organic Search,2022-09-11,Rarely,EducationalGuide,Books,Educational,-3,2023-05-16,-4,4,Whether magazine reduce throw statement.
46,David Melendez,43,M,West Paulville,Wallis and Futuna,2523844244091406,"1442 Patricia Rapids Apt. 378, Martinstad, RI 21605",2022-09-29,2023-03-11,Churned,1,Occasional Shopper,Oliverhaven,Paid Ads,2023-04-03,Yearly,MegaSpeaker,Electronics,Speaker,-98,2021-02-20,-1,3,Hope age read chance remember day.
107,Megan Brady,82,F,Lake Samuel,Marshall Islands,5571382747120749,"46880 Juarez Plaza Apt. 579, North Michaelborough, IL 02657",2022-07-13,2022-11-04,Churned,12,High Value,East Kevinmouth,Referral,2023-04-05,Yearly,LaptopMaster,Electronics,Laptop,-38,2021-12-23,0,-1,Various include sort nice already.
21,Susan Martin,150,F,South Joseph,Algeria,2702770504218160,"73622 John Valley, Lake Julieport, AS 03714",2022-06-05,2023-05-27,Churned,12,High Value,North Katherinemouth,Referral,2023-08-12,Yearly,The Art of Fiction,Books,Fiction,-4,2021-07-16,-3,5,Improve open example television significant.
870,Anthony Levine,57,M,Tanyahaven,United States of America,2720797121491696,"2183 Dennis Prairie Apt. 149, East Phillipport, AL 71492",2022-09-23,2023-03-27,Churned,11,High Value,Lake Johnfort,Organic Search,2023-07-14,Yearly,Non-fictionBurst,Books,Non-fiction,-81,2023-07-15,-2,5,Career join player business fast support together.
212,Jonathan Williams,56,M,Mitchellhaven,Suriname,2582102998324277,"8765 Joshua Burg Apt. 764, Lake Stevenmouth, PA 03845",2021-12-24,2023-01-07,Churned,6,Frequent Shopper,Hutchinsonville,Organic Search,2023-06-23,Yearly,SpeakerPro,Electronics,Speaker,-55,2022-06-11,8,1,Wall often star.
1184,Barbara Mccoy,-3,F,Lukeville,Liechtenstein,2280282457790252,"65540 Samuel Underpass Apt. 835, Johnsonfurt, IA 95032",2022-02-16,2023-05-19,Churned,3,Occasional Shopper,Port Denisemouth,Organic Search,2023-08-10,Yearly,PantsFits,Clothing,Pants,-68,2022-06-06,6,-1,Statement price college describe in rule.
1242,William Thomas,2,F,East Jason,Cocos (Keeling) Islands,2296523873211700,"6970 Rebecca Spurs, Smithport, GU 50473",2022-10-27,2023-04-05,Churned,2,Occasional Shopper,Ramirezland,Referral,2023-06-17,Yearly,PantsFits,Clothing,Pants,771,2022-12-27,7,6,Cover fill age across.
294,Alexis Swanson,14,M,West Mark,Togo,2256256826090248,"93083 Russell Drive, North Maryview, NC 44549",2022-01-20,2022-10-28,Churned,11,High Value,Armstrongburgh,Organic Search,2023-04-19,Yearly,FictionGuide,Books,Fiction,-46,2021-08-15,2,0,Pick either throw give policy feeling kind.
663,David Brady,150,F,New Steve,French Southern Territories,2720369670928146,"9236 Jennifer Wells, East Roger, IA 33554",2022-05-11,2023-01-20,Churned,2,Occasional Shopper,East Roy,Organic Search,2023-07-03,Yearly,ProShirt,Clothing,Shirt,418,2023-02-02,-1,4,Society beat magazine yet alone.
328,Maureen Jones,-1,M,New Chad,Tajikistan,2243031938497342,"8964 Ashley Stravenue Apt. 425, New Erica, NM 00787",2021-09-14,2023-03-23,Churned,10,Frequent Shopper,Port Robinhaven,Paid Ads,2023-04-23,Yearly,ProShirt,Clothing,Shirt,-13,2023-01-30,5,0,By thank education move lawyer step picture.
768,Colleen Lee,150,M,Williamsmouth,Bouvet Island (Bouvetoya),2436131732318749,"PSC 0253, Box 5959, APO AE 64219",2021-09-15,2023-03-10,Churned,5,Occasional Shopper,New Michael,Paid Ads,2023-08-01,Yearly,SpeakerMaster,Electronics,Speaker,-48,2023-05-03,3,0,And continue enjoy similar whether agent pay.
714,Mrs. Michele Perkins,4,M,Mooreton,Faroe Islands,5456695161748517,"3916 Bridget Camp, Bentonborough, MT 52139",2021-12-18,2023-03-21,Churned,15,High Value,Stonefurt,Organic Search,2023-04-17,Yearly,ComfortTable,Furniture,Table,312,2022-01-17,-4,4,Others though physical learn home determine dinner.
256,Melissa Cole MD,95,M,East Sandra,Kazakhstan,2225539796904755,"6192 Baker Haven, Thompsonberg, MT 97750",2022-05-09,2023-04-05,Churned,1,Occasional Shopper,East Marc,Referral,2023-08-16,Yearly,ShirtWear,Clothing,Shirt,805,2023-01-03,-4,1,Inside provide audience have discussion.
1122,Carrie Hull,0,F,West Glenda,Belize,2275923447376697,"8912 Salas Greens, Lewisstad, WI 96252",2022-08-15,2023-06-10,Active,14,High Value,Duranview,Referral,2023-06-14,Yearly,VegetablesBurst,Grocery,Vegetables,32,2022-10-16,0,3,Care break usually bed lay keep arrive organization.
1492,Kristen Stewart,98,F,East Jeffrey,Spain,5596755310112337,"00611 Walker Club, Aprilton, AL 63162",2021-12-07,2022-08-09,Churned,7,Frequent Shopper,North Debra,Organic Search,2022-11-22,Rarely,ShirtWear,Clothing,Shirt,-2,2021-05-02,-2,1,Whether age try.
830,Keith Weiss,150,F,East Gloriaton,South Georgia and the South Sandwich Islands,2720070399907508,"4109 Allen Lodge, New Michele, CT 08034",2023-04-16,2023-05-09,Churned,6,Frequent Shopper,Isabellaland,Referral,2023-05-22,Yearly,BeveragesBurst,Grocery,Beverages,151,2021-12-07,2,-1,Understand work Congress trip fine tax where training.
573,Erin Butler,-5,F,Matthewside,Turks and Caicos Islands,2683387784687742,"90769 Eric Cove, Morrisport, CT 00700",2022-10-30,2023-03-10,Churned,10,Frequent Shopper,New Meagan,Paid Ads,2023-06-12,Yearly,ComfortChair,Furniture,Chair,-53,2021-06-19,6,3,Reflect protect last table.
299,Sean Casey,2,F,Richardview,Eritrea,2262222841320087,"40646 Johnson Inlet Apt. 811, Carterstad, GA 65017",2022-03-17,2023-04-30,Churned,15,High Value,Hannahfurt,Organic Search,2023-05-28,Yearly,PantsFits,Clothing,Pants,91,2021-05-03,2,0,Prevent region rich activity report.
28,Sara Gonzalez,80,M,Lake Robert,Canada,2251936295374117,"3725 Thomas Streets Suite 661, Michaelside, CT 12247",2022-05-11,2023-01-29,Churned,1,Occasional Shopper,Danahaven,Referral,2023-05-28,Yearly,BeveragesBurst,Grocery,Beverages,-85,2023-08-12,10,-1,Crime cold blood each and.
127,Mr. Kenneth Salazar,-3,F,North Lindsey,Ukraine,2267598459294234,"1204 Alexander Crest, Lake Michaelfurt, GA 37158",2023-01-01,2023-07-25,Active,3,Occasional Shopper,East Marissaland,Organic Search,2023-08-19,Yearly,The Art of Educational,Books,Educational,606,2022-09-20,-1,1,Few whose evening then stay loss.
1307,Margaret Stewart,-2,F,Garciahaven,North Macedonia,5123882972689212,"1234 Harry Pike Apt. 118, North Robert, AS 92463",2022-01-28,2023-01-21,Churned,2,Occasional Shopper,New Ericmouth,Paid Ads,2023-05-02,Yearly,VegetablesBurst,Grocery,Vegetables,839,2023-01-23,-2,5,Student interview color current life house school.
1388,Carrie Wright,10,F,Lauramouth,Hungary,2253684174649559,"935 Frank Cape Apt. 081, Ronaldville, CT 06435",2021-12-13,2023-04-02,Churned,5,Occasional Shopper,New Michelle,Referral,2023-04-06,Yearly,BeveragesBurst,Grocery,Beverages,-27,2021-10-02,-1,2,Blood personal mouth newspaper reach collection recently.
233,Nicholas Johnson,77,M,North Michael,Lao People's Democratic Republic,2720611231058537,"423 Chavez Garden Apt. 744, Port Levi, AL 60465",2023-06-12,2023-07-13,Active,4,Occasional Shopper,Destinyshire,Referral,2023-08-14,Yearly,TableDeluxe,Furniture,Table,170,2021-08-12,-4,1,Recognize that street.
275,Vanessa Gardner,5,M,Brittanyfort,Brazil,2296284336195630,"Unit 6130 Box 5816, DPO AP 73117",2021-10-16,2023-08-09,Active,8,Frequent Shopper,South Austin,Referral,2023-08-18,Monthly,The Art of Fiction,Books,Fiction,-91,2022-09-15,2,5,Few defense true however much every.
473,Melinda Moore MD,83,F,Proctormouth,Bermuda,2275194241991673,"51198 Michael Ramp Suite 001, Lake Tonymouth, MS 36815",2022-01-10,2023-05-18,Churned,5,Occasional Shopper,East Antonioshire,Paid Ads,2023-08-17,Yearly,ProShirt,Clothing,Shirt,812,2020-09-25,-3,6,Face onto physical.
1251,Christopher Solis,64,F,Ellisfort,Suriname,2412947573637824,"80004 Kristine Wells Suite 727, North Sandra, CO 32908",2021-11-09,2021-12-07,Churned,4,Occasional Shopper,New Laceyport,Referral,2021-12-13,Rarely,ComfortChair,Furniture,Chair,-84,2020-10-26,-4,1,Marriage production environmental evidence.
1447,Crystal Mills,150,F,West Ricardo,Norway,2706857663529333,"6939 Campbell Alley, Julietown, MD 56816",2023-04-21,2023-05-25,Churned,2,Occasional Shopper,Sabrinaport,Organic Search,2023-06-22,Yearly,ShirtWear,Clothing,Shirt,305,2021-09-23,3,2,Picture success size.
64,Shawn Green,54,M,Rojasshire,Nicaragua,5158477384222898,"402 Wallace Course, West Katherineport, VI 53571",2022-02-28,2022-08-02,Churned,3,Occasional Shopper,Stacymouth,Paid Ads,2023-05-06,Rarely,SnacksBurst,Grocery,Snacks,-73,2021-01-05,9,3,Present voice carry become.
