CustomerID,Name,Email,Age,Gender,Location,ProductID,Category,Subcategory,Price,Weight,Dimensions,OrderID,DateOrder,TotalAmount,ShippingMethod,Status,InventoryID,StockLevel,RestockThreshold,LastRestockDate,WarehouseID,LocationWarehouse,Capacity,SupplierID,Company,LocationSupplier,QualityScore
9674,Meagan Sexton,jeffrey77@example.org,66,Female,East Linda,8,Clothing,Shoes,665.04,44.89,31x36x11,9674,2021-08-22,$2611.45,Two-day,Shipped,9674,181,152,2020-10-02,472,Jamesstad,8250,2,Miller-Pearson,Clarkmouth,9.83
9319,Anna Bell,kevingarcia@example.com,22,Female,New Susanville,4,Clothing,T-Shirts,196.28,11.94,37x32x41,9319,11-29-2020,€690.85,Express,Shipped,9319,986,132,2022-04-22,123,Brownport,10349,2,Miller-Pearson,Clarkmouth,9.83
9002,Elizabeth Callahan,gutierrezscott@example.com,31,Female,South Katrina,16,Furniture,Tables,804.77,46.4,18x2x4,9002,2022-02-19,€735.6,Express,Pending,9002,493,137,2022-03-01,415,Ellenshire,14049,3,Johnson-Rodriguez,Katherineborough,7.4
740,Justin Williams,lunamegan@example.org,51,Female,New Andrew,10,Electronics,Laptops,428.37,18.87,9x33x19,740,2023-07-06,$2371.75,Express,Cancelled,740,625,284,2022-03-19,439,Maddoxton,18200,9,Johnson-Rodriguez,Katherineborough,7.81
7077,Mark Thomas,daleberry@example.net,22,Female,Amberberg,0,Electronics,Smart Watches,935.8,41.42,33x1x18,7077,14/12/2022,$399.33,Two-day,Cancelled,7077,86,324,2021-10-01,491,Harrismouth,11259,6,Morgan LLC,New Marktown,2.48
4794,Sarah Atkins,michael60@example.com,40,Male,Nathanfort,10,Electronics,Laptops,856.03,20.38,11x4x28,4794,01/04/2023,$943.95,Express,Cancelled,4794,1000,238,2021-01-27,87,New Leonard,5496,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
7138,Richard Hardy,brittanyhobbs@example.org,49,Male,Margaretshire,8,Clothing,Shoes,500.04,20.98,42x20x49,7138,06-15-2023,$321.05,Two-day,Delivered,7138,133,140,2022-03-22,163,Nicholasborough,15200,7,Miller Group,Clarkmouth,6.56
4867,Mrs. Caroline Odonnell,alice77@example.org,30,Female,Port Kyliefurt,9,Furniture,Beds,780.78,29.54,35x10x25,4867,28/06/2021,£76.22,Two-day,Delivered,4867,154,147,2020-09-21,118,South Philipburgh,6086,0,Johnson-Rodriguez,Port Robynmouth,
676,Christian Hernandez,hcervantes@example.org,67,Male,Lake Daniel,10,Electronics,Laptops,670.8,40.06,10x47x7,676,02/08/2022,€3489.96,Standard,Delivered,676,973,283,2021-10-05,152,Perryhaven,18114,8,Parks-Gallegos,Jenkinsside,6.82
9523,Tracy Nguyen,thomasjames@example.com,37,Male,East Sarah,4,Clothing,T-Shirts,899.43,18.8,14x47x23,9523,07-28-2021,€1759.32,Standard,Pending,9523,106,254,2020-12-19,441,Jamesborough,12091,7,Miller Group,Clarkmouth,6.56
4927,James Woods,jeromeherrera@example.net,31,Female,Randolphmouth,21,Furniture,Sofas,178.16,15.85,1x32x50,4927,29/03/2022,$928.12,Two-day,Pending,4927,585,375,2022-05-17,222,West Kristen,11070,8,Parks-Gallegos,Jenkinsside,6.82
1659,Katie Watts,kristina80@example.net,63,Female,Rhondafort,4,Clothing,T-Shirts,742.12,37.81,25x45x16,1659,2021-02-15,£787.35,Two-day,Pending,1659,477,50,2021-08-01,189,North Rebecca,15747,8,Parks-Gallegos,Jenkinsside,6.82
8321,Natalie Conway,jacksonapril@example.com,65,Female,Baileyhaven,3,Furniture,Cabinets,577.13,28.73,28x41x19,8321,11/01/2023,$348.3,Express,Pending,8321,439,351,2021-07-05,113,New Michael,16238,3,Johnson-Rodriguez,Katherineborough,7.4
4438,Sara Bailey,adrianparsons@example.com,64,Male,West Crystal,21,Furniture,Sofas,587.73,43.4,19x22x48,4438,30/04/2022,€1517.4,Express,Delivered,4438,632,137,2022-03-18,334,North Hannah,16502,0,Johnson-Rodriguez,Port Robynmouth,
7800,Jerry Lawrence,,146,Female,West Anthony,9,Furniture©,Beds,617.65,44.84,4x31x45,7800,12/06/2022,$399.42,Standard,Shipped,7800,463,486,2022-07-16,85,Jacquelineborough,15530,6,Morgan LLC,New Marktown,2.48
9645,Kimberly Chan,jeremydavis@example.net,64,Male,Glennview,3,Furniture,Cabinets,709.35,36.68,12x1x6,9645,25/05/2022,$1572.2,Express,Cancelled,9645,872,478,2021-05-15,425,North Robinshire,15061,3,Johnson-Rodriguez,Katherineborough,7.4
3594,Ryan Oneal,yhale@example.org,47,Female,Lake Alexandriaton,21,Furniture,Sofas,64.92,7.55,7x41x40,3594,2021-02-10,£1503.4,Express,Delivered,3594,932,338,2022-03-28,456,Sarahfurt,11174,7,Miller Group,Clarkmouth,6.56
615,Joyce Lara,margaret29@example.com,68,Male,East Jasonside,1,Electronics,Cameras,178.44,47.33,29x40x15,615,03-27-2022,£257.76,Express,Delivered,615,463,422,2021-06-21,187,Lisaborough,7675,6,Morgan LLC,New Marktown,2.48
2689,Michelle Brown DDS,acostaivan@example.com,46,Male,East Saramouth,6,Furniture,Chairs,773.56,8.48,21x22x48,2689,2022-03-17,$2026.98,Two-day,Shipped,2689,669,378,2021-03-29,301,Merrittshire,6520,3,Johnson-Rodriguez,Katherineborough,7.4
3471,Tiffany Moreno,orogers@example.org,33,Male,Cookport,8,Clothing,Shoes,49.95,38.3,8x2x34,3471,08/06/2021,€2734.65,Standard,Delivered,3471,661,84,2021-04-26,138,Johnview,6943,6,Morgan LLC,New Marktown,2.48
2087,Jennifer Ford,xrussell@example.net,44,Male,Elizabethton,16,Furniture,Tables,406.55,15.27,16x16x32,2087,21/07/2022,$2028.35,Express,Shipped,2087,803,146,2021-10-13,377,East Lisatown,12794,5,Morgan LLC,Port Robynmouth,1.23
273,Dr. Wanda Thompson,yvaughn@example.org,20,Female,Port Ronald,1,Electronics,Cameras,817.5,22.23,11x9x39,273,09/05/2021,£215.29,Two-day,Cancelled,273,35,362,2021-04-16,444,Brownmouth,7249,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
356,Anna Mcpherson,jdavis@example.com,50,Female,East Shirley,10,Electronics,Laptops,409.67,40.39,32x48x1,356,2021-05-23,$775.64,Two-day,Delivered,356,701,463,2022-03-15,8,New Mariafort,18377,9,Johnson-Rodriguez,Katherineborough,7.81
2569,Kristina Howard,catherine04@example.net,45,Male,Christinetown,0,Electronics,Smart Watches,370.47,49.87,33x40x50,2569,15/07/2022,£116.24,Express,Delivered,2569,140,343,2021-02-18,384,Thomasville,18680,3,Johnson-Rodriguez,Katherineborough,7.4
3034,Amanda Ferguson,bradleygonzalez@example.com,70,Male,Patelhaven,48,Clothing,Jeans,973.89,31.8,23x37x26,3034,04-21-2021,€311.39,Express,Pending,3034,631,26,2020-09-15,499,Port Bobbyfort,6962,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8740,John Munoz,johnschneider@example.org,26,Female,Lake Cory,8,Clothing,Shoes,573.33,32.88,14x36x28,8740,12-03-2022,€2897.2,Standard,Cancelled,8740,467,369,2022-07-11,391,Aaronchester,9676,3,Johnson-Rodriguez,Katherineborough,7.4
5871,Kimberly West,mitchellalison@example.com,36,Female,Justinfurt,11,Clothing,Hats,431.47,10.14,36x14x6,5871,2020-10-25,£4630.2,Two-day,Shipped,5871,875,292,2022-08-17,444,Brownmouth,7249,3,Johnson-Rodriguez,Katherineborough,7.4
3692,William Bolton,normanvasquez@example.com,36,Female,South Sarah,11,Clothing,Hats,933.84,30.9,48x8x34,3692,2021-07-04,£526.68,Express,Pending,3692,163,158,2021-12-05,103,New Brentmouth,9478,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
3297,Michael Abbott,helenbutler@example.net,49,Male,Gatesville,9,Furniture,Beds,236.55,6.58,2x20x27,3297,13/10/2020,$421.95,Express,Shipped,3297,154,173,2020-10-18,477,New Jessicaburgh,10001,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
4103,Karen Vargas,tiffany77@example.com,30,Female,Samanthaland,2,Electronics,Mobile Phones,748.76,49.43,25x7x10,4103,15/08/2023,$48.9,Standard,Cancelled,4103,284,67,2021-03-25,265,Smithport,6120,8,Parks-Gallegos,Jenkinsside,6.82
2648,Michael Cook,nicholas29@example.org,47,Male,North Jeffrey,6,Furniture,Chairs,480.49,6.7,42x47x4,2648,25/07/2021,€2789.1,Two-day,Cancelled,2648,340,205,2022-03-19,243,East Evan,17827,3,Johnson-Rodriguez,Katherineborough,7.4
8133,Catherine Andersen,jsanders@example.net,48,Male,Carriehaven,1,Electronics,Cameras,212.01,40.26,4x21x32,8133,2021-10-07,£1401.04,Express,Pending,8133,531,55,2022-07-01,108,West Jason,7100,8,Parks-Gallegos,Jenkinsside,6.82
4220,Christian Foster,jennifercordova@example.net,23,Female,Cannonview,16,Furniture,Tables,158.92,11.95,21x17x23,4220,2023-08-27,$120.66,Two-day,Pending,4220,966,411,2021-06-04,438,South Ashleyland,14465,5,Morgan LLC,Port Robynmouth,1.23
7715,Kathleen Boyd,youngashley@example.net,55,Male,Juanmouth,48,Clothing,Jeans,76.45,10.21,37x47x12,7715,06-17-2022,$449.27,Standard,Pending,7715,145,231,2022-05-05,418,East David,12671,3,Johnson-Rodriguez,Katherineborough,7.4
5227,Eric Green,dberg@example.com,30,Male,Thompsonborough,48,Clothing,Jeans,560.46,14.92,35x12x37,5227,2023-06-21,€1742.62,Express,Cancelled,5227,679,75,2022-03-08,428,East Sandrahaven,19705,6,Morgan LLC,New Marktown,2.48
6419,Tammy Knight,marycallahan@example.net,28,Female,Lake Danielhaven,12,Clothing,Dresses,970.22,44.08,37x39x31,6419,12-07-2022,€59.94,Two-day,Shipped,6419,527,267,2021-05-19,252,Port Williamville,11266,2,Miller-Pearson,Clarkmouth,9.83
8771,Matthew Jones,ashleyturner@example.com,56,Female,East Christina,10,Electronics,Laptops,335.32,48.39,27x15x4,8771,11-05-2021,£679.16,Express,Shipped,8771,214,123,2021-10-17,296,Steventon,15238,0,Johnson-Rodriguez,Port Robynmouth,
1316,Dana Noble,ijohnson@example.net,60,Male,Robertfort,8,Clothing,Shoes,24.72,31.76,19x5x50,1316,01-16-2022,€1419.18,Standard,Delivered,1316,453,270,2020-10-05,69,Ericksonton,8471,9,Johnson-Rodriguez,Katherineborough,7.81
9278,Mr. Carlos Freeman,lauren47@example.net,24,Female,Charlesmouth,0,Electronics,Smart Watches,537.81,41.77,27x36x33,9278,27/02/2022,£3758.4,Express,Pending,9278,707,138,2021-07-04,182,Lake Christopher,10049,3,Johnson-Rodriguez,Katherineborough,7.4
9537,Michael Salas,jamesnguyen@example.com,34,Female,Luisberg,1,Electronics,Cameras,296.66,9.5,40x10x15,9537,05/06/2023,€195.61,Two-day,Cancelled,9537,23,370,2022-07-13,126,Reyestown,12711,3,Johnson-Rodriguez,Katherineborough,7.4
4448,Alexander Anderson,brentmiller@example.net,67,Female,Lake Oscar,4,Clothing,T-Shirts,694.66,33.86,29x9x4,4448,08/03/2021,€3114.72,Express,Delivered,4448,388,109,2022-07-01,111,Melodyhaven,8492,3,Johnson-Rodriguez,Katherineborough,7.4
3665,Shannon Hall,jamesperry@example.net,43,Female,Jamesborough,3,Furniture,Cabinets,637.46,23.61,43x28x34,3665,2023-02-10,£1439.8,Express,Shipped,3665,608,437,2021-04-18,262,Franklinstad,17158,2,Miller-Pearson,Clarkmouth,9.83
5608,Steven Peters,proctordavid@example.org,45,Female,Garrettmouth,3,Furniture,Cabinets,821.64,37.73,9x1x49,5608,2022-10-05,€789.48,Standard,Delivered,5608,30,353,2022-04-04,434,North Matthewville,6096,8,Parks-Gallegos,Jenkinsside,6.82
4188,Emily Stephens,keithstephenson@example.org,45,Male,East Holly,21,Furniture,Sofas,458.09,26.15,28x5x37,4188,08-31-2023,$67.43,Standard,Delivered,4188,858,118,2021-02-20,344,Barnesmouth,19605,9,Johnson-Rodriguez,Katherineborough,7.81
1142,Sarah Sims,dcurtis@example.org,24,Female,Joyceview,11,Clothing,Hats,594.29,16.79,19x33x42,1142,04/07/2021,£136.86,Express,Pending,1142,695,186,2021-11-28,367,Jeffreyshire,15437,6,Morgan LLC,New Marktown,2.48
7841,David Brown,kathryn57@example.com,26,Male,Thomasview,8,Clothing,Shoes,892.88,28.56,25x27x19,7841,10-15-2020,€661.1,Two-day,Cancelled,7841,299,151,2022-05-19,255,North Kim,18260,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
8202,Melissa Soto PhD,josephvelez@example.net,54,Male,East Johnathan,1,Electronics,Cameras,847.58,11.22,46x20x22,8202,05-17-2023,$490.08,Express,Cancelled,8202,191,134,2020-11-15,283,North Johntown,5047,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
4700,Daniel Sutton,,25,Male,East Sandy,10,Electronics,Laptops,646.73,20.13,21x14x31,4700,21/05/2021,£133.14,Standard,Delivered,4700,407,10,2022-04-27,450,Port Rachel,6130,6,Morgan LLC,New Marktown,2.48
7850,Elizabeth Small,simpsondouglas@example.net,42,Male,Elliotttown,3,Furniture,Cabinets,790.74,30.82,14x1x12,7850,2021-06-04,€4928.5,Express,Pending,7850,4,24,2022-02-02,256,Lake Stephanie,7015,8,Parks-Gallegos,Jenkinsside,6.82
2825,David Diaz,lisa60@example.com,50,Female,Williamsmouth,13,Electronics,Headphones,337.29,6.01,11x42x27,2825,03/09/2021,£543.33,Express,Shipped,2825,421,434,2021-08-14,177,Griffinberg,7721,6,Morgan LLC,New Marktown,2.48
863,Jonathan Vega,davidlong@example.net,22,Female,Joshuachester,13,Electronics,Headphones,123.46,24.18,22x24x38,863,07-16-2022,$1747.0,Express,Delivered,863,153,199,2022-02-18,126,Reyestown,12711,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
3204,Dustin Gaines,seancunningham@example.net,46,Male,Port Allison,8,Clothing,Shoes,975.63,26.61,22x3x44,3204,05-18-2023,£2035.04,Standard,Shipped,3204,257,306,2022-08-23,389,Velazquezville,18901,7,Miller Group,Clarkmouth,6.56
6729,Edwin Stephens,tammycuevas@example.net,18,Male,Lake Nicholas,21,Furniture,Sofas,169.46,49.04,50x43x18,6729,27/09/2020,£901.74,Two-day,Pending,6729,455,178,2020-11-11,217,West Brandi,6374,6,Morgan LLC,New Marktown,2.48
2028,Shawna Parker,qbaldwin@example.net,30,Male,Robertsonview,10,Electronics,Laptops,540.48,16.48,5x33x22,2028,03-17-2023,£909.82,Express,Shipped,2028,752,66,2022-03-18,279,North Jeanettefurt,17976,7,Miller Group,Clarkmouth,6.56
4190,Amy Anderson,michaeljackson@example.org,26,Male,Ericport,48,Clothing,Jeans,57.54,34.65,4x13x32,4190,2023-03-20,€2185.5,Two-day,Delivered,4190,96,220,2020-12-12,5,East Coltonstad,13701,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
6087,Heather Armstrong,robert65@example.org,30,Female,Davidbury,1,Electronics,Cameras,569.53,21.65,48x9x3,6087,09-23-2020,£2604.0,Standard,Pending,6087,561,149,2022-05-31,142,Riosville,5180,3,Johnson-Rodriguez,Katherineborough,7.4
6137,Darlene Combs,burtonpaul@example.net,18,Male,Benjaminburgh,12,Clothing,Dresses,741.51,37.44,10x9x37,6137,02/10/2020,$1747.44,Two-day,Cancelled,6137,329,283,2022-08-19,306,Clarkberg,19462,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
4487,Ashley Clark,wkirby@example.net,27,Female,West Robertburgh,3,Furniture,Cabinets,130.37,11.84,43x3x49,4487,2021-12-24,£365.95,Two-day,Cancelled,4487,823,120,2021-09-20,162,Christophermouth,19145,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
2887,Lisa Holmes,mendozamichelle@example.com,67,Female,North Matthew,2,Electronics,Mobile Phones,986.81,10.02,48x13x31,2887,13/10/2022,$1813.35,Two-day,Cancelled,2887,271,63,2020-12-12,339,Phillipsside,10896,3,Johnson-Rodriguez,Katherineborough,7.4
9223,Todd Parker,rachelcarter@example.com,39,Female,Port Briannashire,6,Furniture,Chairs,879.0,41.08,23x17x2,9223,05-13-2023,$1353.85,Standard,Shipped,9223,566,359,2022-05-06,230,Port Meganport,8951,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
3414,Mr. Joseph Lopez DDS,kristinellis@example.org,42,Female,Stevenmouth,13,Electronics,Headphones,459.3,21.06,36x19x37,3414,10-20-2020,€1736.65,Standard,Cancelled,3414,207,309,2021-06-25,95,Lake Monique,18830,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
2528,Michael Davis,erik04@example.org,47,Female,Smithfurt,10,Electronics,Laptops,694.5,32.25,15x7x29,2528,14/08/2021,$3437.0,Two-day,Cancelled,2528,24,386,2021-04-08,422,Burnsburgh,9844,9,Johnson-Rodriguez,Katherineborough,7.81
2109,Brittany Sullivan,perezroberta@example.net,30,Male,North Glenton,6,Furniture,Chairs,932.75,4.73,33x2x4,2109,2022-09-04,£2488.02,Standard,Shipped,2109,202,370,2020-10-02,265,Smithport,6120,0,Johnson-Rodriguez,Port Robynmouth,
8222,Steven Ross,christopherthompson@example.net,41,Female,Taylorview,13,Electronics,Headphones,336.99,4.79,18x30x37,8222,02-02-2021,$1382.98,Standard,Cancelled,8222,95,333,2021-11-09,373,Lake Williamburgh,19141,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
4623,Stephen Jones,sanfordchristina@example.com,56,Male,West Craighaven,21,Furniture,Sofas,517.08,30.12,37x23x28,4623,05-25-2021,£1890.24,Standard,Cancelled,4623,641,457,2022-07-14,64,Lake Robertport,14987,9,Johnson-Rodriguez,Katherineborough,7.81
5199,Lisa Smith,danny99@example.org,22,Female,South Sherry,16,Furniture,Tables,242.59,24.64,30x20x15,5199,26/12/2021,$2040.05,Standard,Cancelled,5199,249,497,2022-07-06,38,South Timothy,18852,7,Miller Group,Clarkmouth,6.56
8390,Joshua May,amysmith@example.org,54,Female,Port Andrewview,48,Clothing,Jeans,947.69,45.55,1x30x13,8390,09-02-2022,€2198.04,Express,Cancelled,8390,259,275,2020-11-26,44,Timothyberg,16501,2,Miller-Pearson,Clarkmouth,9.83
1317,Sandra Holland,meadowskayla@example.net,34,Male,New Teresa,3,Furniture,Cabinets,281.55,16.55,44x31x25,1317,09-09-2020,$4009.9,Two-day,Delivered,1317,255,489,2021-10-18,417,New Anthonyfort,16631,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
9635,Samantha Farmer,mirandaadam@example.net,45,Male,East Caitlinfort,1,Electronics,Cameras,723.94,17.05,30x8x9,9635,08-01-2023,$3378.68,Standard,Cancelled,9635,371,483,2020-12-09,476,Karenchester,6446,3,Johnson-Rodriguez,Katherineborough,7.4
6140,Nicole Ford,brianlynn@example.net,57,Male,Brendaville,8,Clothing,Shoes,688.78,42.11,20x34x18,6140,2021-03-13,€1766.82,Express,Pending,6140,798,247,2021-06-30,12,New Sherri,14272,3,Johnson-Rodriguez,Katherineborough,7.4
47,Chad Zamora,kshelton@example.com,19,Male,New Matthewton,12,Clothing,Dresses,233.1,5.62,29x46x38,47,02-12-2022,$653.28,Two-day,Delivered,47,822,112,2021-09-20,1,North Samantha,11291,0,Johnson-Rodriguez,Port Robynmouth,
1202,Yolanda Madden,johnnydoyle@example.net,42,Male,Sandersside,48,Clothing,Jeans,563.01,23.1,32x22x22,1202,03/10/2020,€3878.1,Two-day,Cancelled,1202,204,45,2021-11-28,160,Port Vanessabury,13483,8,Parks-Gallegos,Jenkinsside,6.82
2700,Brenda Robles,,101,Male,North Josephtown,0,Electronics,Smart Watches,903.27,8.26,25x34x12,2700,2023-08-07,€1797.48,Express,Pending,2700,335,144,2022-07-11,35,Lake Edward,10470,9,Johnson-Rodriguez,Katherineborough,7.81
4219,David Jones,steinglenda@example.com,52,Male,Lake Aliciashire,21,Furniture,Sofas,156.55,17.67,24x24x31,4219,2020-09-04,$730.12,Two-day,Delivered,4219,247,70,2022-07-30,153,North Tracyborough,15164,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
2154,Antonio Willis,ipark@example.com,52,Male,New Ryan,11,Clothing,Hats,217.13,42.45,34x35x29,2154,27/10/2020,€3783.72,Express,Shipped,2154,760,315,2021-06-29,224,North John,7169,6,Morgan LLC,New Marktown,2.48
8806,Thomas Nguyen,amanda09@example.org,18,Female,East Jennifer,48,Clothing,Jeans,294.12,32.64,19x31x25,8806,2021-07-04,£895.49,Express,Cancelled,8806,627,87,2022-03-26,375,Brianatown,6918,8,Parks-Gallegos,Jenkinsside,6.82
6038,Amanda King,christensenethan@example.org,59,Male,New Lindseyfurt,6,Furniture,Chairs,561.09,27.26,3x10x4,6038,10/10/2020,$1452.2,Standard,Cancelled,6038,64,304,2020-10-22,164,Austinland,7259,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
9173,John Marshall,glendadelgado@example.com,28,Male,Abigailchester,21,Furniture,Sofas,440.27,16.65,43x15x16,9173,27/05/2023,£1486.77,Two-day,Delivered,9173,626,238,2021-11-13,369,North Melanie,17528,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
4229,Tina Schroeder,thomasburns@example.org,52,Male,Williamshire,11,Clothing,Hats,830.58,24.08,6x20x41,4229,2022-07-08,£1477.53,Standard,Delivered,4229,794,197,2021-08-23,167,Danielville,18980,8,Parks-Gallegos,Jenkinsside,6.82
8634,David Lee,david20@example.net,53,Female,East Benjamin,9,Furniture,Beds,264.96,38.85,10x21x20,8634,2022-07-11,€906.77,Two-day,Cancelled,8634,72,150,2022-07-06,106,New Melanie,6702,9,Johnson-Rodriguez,Katherineborough,7.81
8899,Tim Smith,wattscindy@example.net,69,Male,Heatherport,6,Furniture,Chairs,463.88,44.69,23x1x6,8899,2022-05-18,£726.0,Two-day,Shipped,8899,807,375,2022-04-29,486,Lake Walterbury,5608,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8731,David Riley,emilyfrost@example.org,49,Male,Port Jimmy,1,Electronics,Cameras,872.12,35.01,45x45x9,8731,05/06/2022,€4721.7,Express,Pending,8731,472,316,2020-10-01,377,East Lisatown,12794,9,Johnson-Rodriguez,Katherineborough,7.81
3506,Rebecca Bradley,julie83@example.net,37,Male,Westmouth,3,Furniture,Cabinets,66.14,48.78,37x41x8,3506,13/05/2023,€3951.8,Two-day,Pending,3506,778,342,2020-10-20,145,Lake Jessicaville,7594,2,Miller-Pearson,Clarkmouth,9.83
5025,Thomas Reed,helenstewart@example.org,19,Female,South Andrea,1,Electronics,Cameras,130.71,24.02,25x7x34,5025,07-12-2022,£2257.7,Two-day,Delivered,5025,830,252,2020-09-01,330,East Ashley,17124,8,Parks-Gallegos,Jenkinsside,6.82
3929,David Mcmillan,nathanbooker@example.net,26,Male,Valdezshire,21,Furniture,Sofas,440.09,31.91,42x26x13,3929,2020-12-26,€607.86,Express,Cancelled,3929,241,357,2021-11-17,418,East David,12671,0,Johnson-Rodriguez,Port Robynmouth,
9020,Tina Johnson,lynn82@example.com,52,Male,West Michaelburgh,4,Clothing,T-Shirts,161.23,36.13,34x9x23,9020,09/02/2021,$2256.36,Two-day,Shipped,9020,815,448,2022-01-16,34,Port Amyville,13846,7,Miller Group,Clarkmouth,6.56
6963,Alexandra Mcdonald,smithmelissa@example.com,37,Male,Hayesstad,13,Electronics,Headphones,503.64,20.13,6x36x11,6963,09/03/2021,€1102.4,Express,Delivered,6963,955,385,2022-04-27,50,Maryport,8760,6,Morgan LLC,New Marktown,2.48
8462,Stephanie White,turnerrobert@example.net,41,Female,Haydenmouth,0,Electronics,Smart Watches,550.61,45.14,46x48x8,8462,01/12/2020,£539.5,Two-day,Cancelled,8462,861,228,2021-06-02,397,Port Catherineview,17948,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
3875,Tyrone Ward,reginald77@example.net,53,Female,Lake Robertport,9,Furniture,Beds,5.74,49.08,38x23x18,3875,2021-07-02,$1228.32,Express,Shipped,3875,481,102,2020-09-25,55,South Theresashire,10308,3,Johnson-Rodriguez,Katherineborough,7.4
4996,Parker Jackson,diazwilliam@example.com,58,Male,West Rachael,1,Electronics,Cameras,778.89,11.13,13x9x19,4996,02-09-2023,€2294.2,Express,Pending,4996,315,225,2021-10-08,194,Daniellefurt,15629,9,Johnson-Rodriguez,Katherineborough,7.81
20,Taylor Cole,aolsen@example.net,23,Male,Tammystad,12,Clothing,Dresses,647.51,2.68,47x33x2,20,29/11/2020,£937.48,Express,Shipped,20,128,216,2021-03-14,270,Port Davidborough,14875,2,Miller-Pearson,Clarkmouth,9.83
4191,Danielle Harrison,brendavasquez@example.com,32,Male,Gregfurt,21,Furniture,Sofas,372.84,29.31,1x1x25,4191,2023-06-29,£1436.08,Express,Shipped,4191,227,131,2021-01-11,445,Lake Cameronville,18580,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
9199,Brandon Cox,laura49@example.org,23,Male,Catherineland,11,Clothing,Hats,142.68,20.39,41x7x14,9199,27/12/2020,£395.74,Express,Shipped,9199,275,145,2022-02-20,224,North John,7169,5,Morgan LLC,Port Robynmouth,1.23
4380,Amy Barrett,stephanieburton@example.net,39,Male,Katrinamouth,48,Clothing,Jeans,611.46,37.59,29x39x16,4380,03-18-2023,£552.91,Express,Shipped,4380,307,186,2021-11-10,79,East Tyler,8422,5,Morgan LLC,Port Robynmouth,1.23
1683,Donald Thornton,mark02@example.org,18,Male,Mauriceport,0,Electronics,Smart Watches,794.66,37.34,18x45x19,1683,2023-01-10,£392.22,Two-day,Cancelled,1683,240,287,2020-12-31,228,Kellyborough,16578,7,Miller Group,Clarkmouth,6.56
179,Kenneth Cohen MD,stevensonwilliam@example.net,58,Female,Lake Madeline,9,Furniture,Beds,253.6,27.08,31x8x42,179,03-26-2022,$1482.18,Two-day,Delivered,179,479,379,2021-07-05,247,New Lauren,15715,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
8770,Gregory Gray,josephsmith@example.com,62,Male,East Nicholasborough,4,Clothing,T-Shirts,931.42,8.44,8x41x38,8770,23/05/2023,€475.53,Express,Shipped,8770,379,315,2020-12-07,424,Masonfurt,12014,1,"Salas, Gonzalez and Todd",Patriciaberg,8.21
2961,Russell Duncan,jonathangonzalez@example.com,65,Male,Oliviaside,3,Furniture,Cabinets,944.64,44.3,19x49x25,2961,18/04/2023,£2946.5,Standard,Shipped,2961,723,165,2022-03-18,486,Lake Walterbury,5608,4,"Salas, Gonzalez and Todd",Jessicashire,2.35
753,Toni Fischer,stevenpratt@example.org,47,Male,Johnsonstad,3,Furniture,Cabinets,260.95,2.43,7x23x23,753,03-11-2021,£918.0,Express,Shipped,753,1,300,2022-07-01,334,North Hannah,16502,3,Johnson-Rodriguez,Katherineborough,7.4
7047,Anita Reynolds,william57@example.org,51,Female,Lake Christine,3,Furniture,Cabinets,473.06,20.51,23x35x29,7047,2022-08-30,€1081.65,Two-day,Pending,7047,620,297,2021-08-25,296,Steventon,15238,0,Johnson-Rodriguez,Port Robynmouth,
1424,Penny Lowe,kayla26@example.com,46,Female,South Kellyside,21,Furniture,Sofas,615.47,23.63,32x10x15,1424,2021-07-08,£3016.8,Standard,Pending,1424,668,394,2020-12-19,43,Manuelstad,18856,5,Morgan LLC,Port Robynmouth,1.23
4731,Pamela Little,janicemcguire@example.org,57,Female,Colonbury,16,Furniture,Tables,567.83,27.67,7x15x48,4731,2022-11-22,€886.28,Two-day,Delivered,4731,216,48,2021-07-26,322,Port Victoriaburgh,10204,0,Johnson-Rodriguez,Port Robynmouth,
9669,Derek Wilson,joel80@example.net,50,Male,Manuelport,11,Clothing,Hats,686.77,3.92,10x5x32,9669,16/12/2020,€2657.52,Express,Shipped,9669,531,207,2021-11-24,251,Amybury,9725,2,Miller-Pearson,Clarkmouth,9.83
